issue_date,issue_time_utc,target_time_utc,target_time_local,lead_hours,lead_day,turbine,p10,p50,p90,wind_speed_100m,wind_direction_100m,wind_speed_10m,wind_gusts_10m,temperature_2m,surface_pressure,weather_source,model_version
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-07T19:00:00+00:00,2026-02-08T00:00:00+05:00,1,1,t1,0.7989,0.9723,0.992,11.59,254.0,7.08,12.2,-1.6,961.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-07T20:00:00+00:00,2026-02-08T01:00:00+05:00,2,1,t1,0.7633,0.9645,0.9933,11.43,251.0,7.07,11.7,-1.8,961.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-07T21:00:00+00:00,2026-02-08T02:00:00+05:00,3,1,t1,0.6776,0.907,0.9944,10.59,251.0,6.55,10.8,-1.8,962.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-07T22:00:00+00:00,2026-02-08T03:00:00+05:00,4,1,t1,0.4816,0.869,0.9873,9.55,245.0,5.67,10.1,-2.0,962.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-07T23:00:00+00:00,2026-02-08T04:00:00+05:00,5,1,t1,0.3315,0.7295,0.9878,8.39,236.0,4.95,9.8,-1.8,962.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T00:00:00+00:00,2026-02-08T05:00:00+05:00,6,1,t1,0.2495,0.6139,0.9642,7.97,228.0,4.62,9.3,-1.3,963.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T01:00:00+00:00,2026-02-08T06:00:00+05:00,7,1,t1,0.1982,0.5893,0.9477,7.62,234.0,4.39,8.0,-1.0,963.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T02:00:00+00:00,2026-02-08T07:00:00+05:00,8,1,t1,0.1001,0.4261,0.8242,6.74,233.0,3.58,6.8,-1.1,963.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T03:00:00+00:00,2026-02-08T08:00:00+05:00,9,1,t1,0.0,0.3454,0.7204,5.02,223.0,2.27,5.8,-0.4,963.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T04:00:00+00:00,2026-02-08T09:00:00+05:00,10,1,t1,0.0004,0.192,0.3876,3.43,217.0,1.61,4.8,0.9,963.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T05:00:00+00:00,2026-02-08T10:00:00+05:00,11,1,t1,0.0038,0.1274,0.2691,2.58,238.0,1.3,5.0,1.8,963.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T06:00:00+00:00,2026-02-08T11:00:00+05:00,12,1,t1,0.0073,0.0613,0.1689,2.17,247.0,1.11,3.7,2.3,962.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T07:00:00+00:00,2026-02-08T12:00:00+05:00,13,1,t1,0.0089,0.0275,0.052,1.15,252.0,0.5,2.5,3.0,962.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T08:00:00+00:00,2026-02-08T13:00:00+05:00,14,1,t1,0.0078,0.0511,0.0668,0.71,45.0,0.25,4.0,3.5,960.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T09:00:00+00:00,2026-02-08T14:00:00+05:00,15,1,t1,0.0024,0.1538,0.4266,2.93,65.0,1.5,6.8,2.9,959.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T10:00:00+00:00,2026-02-08T15:00:00+05:00,16,1,t1,0.1812,0.5071,0.9447,5.91,65.0,3.2,10.1,3.7,959.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T11:00:00+00:00,2026-02-08T16:00:00+05:00,17,1,t1,0.4608,0.8823,0.9981,8.55,66.0,4.54,12.8,2.0,959.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T12:00:00+00:00,2026-02-08T17:00:00+05:00,18,1,t1,0.9713,0.9724,0.9916,10.71,73.0,6.28,14.6,0.7,957.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T13:00:00+00:00,2026-02-08T18:00:00+05:00,19,1,t1,0.9774,0.9785,0.9915,10.86,79.0,6.42,15.9,-0.8,957.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T14:00:00+00:00,2026-02-08T19:00:00+05:00,20,1,t1,0.9187,0.9198,0.9941,11.45,78.0,6.82,17.1,-1.6,957.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T15:00:00+00:00,2026-02-08T20:00:00+05:00,21,1,t1,0.916,0.9171,0.9943,11.79,80.0,7.39,17.7,-1.2,957.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T16:00:00+00:00,2026-02-08T21:00:00+05:00,22,1,t1,0.9633,0.9644,0.9918,11.99,81.0,7.58,18.3,-1.2,956.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T17:00:00+00:00,2026-02-08T22:00:00+05:00,23,1,t1,0.9602,0.9612,0.9918,12.4,85.0,7.84,18.4,-1.3,955.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T18:00:00+00:00,2026-02-08T23:00:00+05:00,24,1,t1,0.9466,0.9633,0.9917,12.27,86.0,7.67,18.0,-1.4,954.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T19:00:00+00:00,2026-02-09T00:00:00+05:00,25,2,t1,0.9147,0.9493,0.9932,12.16,88.0,7.5,18.5,-1.7,953.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T20:00:00+00:00,2026-02-09T01:00:00+05:00,26,2,t1,0.9363,0.9591,0.9927,12.07,87.0,7.38,18.3,-1.7,952.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T21:00:00+00:00,2026-02-09T02:00:00+05:00,27,2,t1,0.9098,0.9468,0.9938,12.1,89.0,7.3,18.3,-1.7,950.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-07,2026-02-07T18:00:00+00:00,2026-02-08T22:00:00+00:00,2026-02-09T03:00:00+05:00,28,2,t1,0.9183,0.9302,0.9952,11.74,85.0,7.06,17.9,-1.7,949.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
