issue_date,issue_time_utc,target_time_utc,target_time_local,lead_hours,lead_day,turbine,p10,p50,p90,wind_speed_100m,wind_direction_100m,wind_speed_10m,wind_gusts_10m,temperature_2m,surface_pressure,weather_source,model_version
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-21T19:00:00+00:00,2026-02-22T00:00:00+05:00,1,1,t1,0.0,0.2421,0.3656,4.46,240.0,1.9,3.1,2.4,961.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-21T20:00:00+00:00,2026-02-22T01:00:00+05:00,2,1,t1,0.0015,0.172,0.304,4.56,238.0,1.87,3.1,1.7,960.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-21T21:00:00+00:00,2026-02-22T02:00:00+05:00,3,1,t1,0.0062,0.082,0.1937,3.52,238.0,1.48,3.1,0.3,959.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-21T22:00:00+00:00,2026-02-22T03:00:00+05:00,4,1,t1,0.0079,0.0491,0.1931,1.98,221.0,0.95,3.1,-0.6,958.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-21T23:00:00+00:00,2026-02-22T04:00:00+05:00,5,1,t1,0.0089,0.0261,0.0457,0.83,295.0,0.15,2.5,-1.3,958.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T00:00:00+00:00,2026-02-22T05:00:00+05:00,6,1,t1,0.0089,0.0312,0.0535,0.5,53.0,0.49,1.4,-0.9,958.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T01:00:00+00:00,2026-02-22T06:00:00+05:00,7,1,t1,0.0084,0.0408,0.1049,2.15,72.0,1.39,1.8,-1.3,957.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T02:00:00+00:00,2026-02-22T07:00:00+05:00,8,1,t1,0.0047,0.111,0.4072,3.39,74.0,1.53,1.9,-0.9,956.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T03:00:00+00:00,2026-02-22T08:00:00+05:00,9,1,t1,0.0,0.126,0.7252,5.57,64.0,2.82,2.2,1.8,957.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T04:00:00+00:00,2026-02-22T09:00:00+05:00,10,1,t1,0.0,0.2307,0.8647,5.82,60.0,3.79,3.9,3.6,957.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T05:00:00+00:00,2026-02-22T10:00:00+05:00,11,1,t1,0.0191,0.4628,0.9631,7.27,54.0,5.18,5.8,5.2,956.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T06:00:00+00:00,2026-02-22T11:00:00+05:00,12,1,t1,0.3384,0.7291,0.9915,8.18,51.0,6.09,12.7,6.9,955.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T07:00:00+00:00,2026-02-22T12:00:00+05:00,13,1,t1,0.502,0.8857,0.9935,9.25,52.0,6.94,14.2,8.6,954.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T08:00:00+00:00,2026-02-22T13:00:00+05:00,14,1,t1,0.5517,0.9003,0.9934,9.18,55.0,6.86,14.2,9.6,952.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T09:00:00+00:00,2026-02-22T14:00:00+05:00,15,1,t1,0.5183,0.8856,0.9859,8.45,55.0,6.33,13.9,10.0,952.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T10:00:00+00:00,2026-02-22T15:00:00+05:00,16,1,t1,0.4319,0.834,0.9815,8.05,54.0,5.96,13.0,9.9,951.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T11:00:00+00:00,2026-02-22T16:00:00+05:00,17,1,t1,0.42,0.8338,0.9844,7.68,53.0,5.4,11.6,9.3,951.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T12:00:00+00:00,2026-02-22T17:00:00+05:00,18,1,t1,0.3411,0.7988,0.9917,7.54,57.0,4.08,9.3,7.7,950.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T13:00:00+00:00,2026-02-22T18:00:00+05:00,19,1,t1,0.1827,0.7156,0.969,6.04,68.0,2.51,6.4,5.1,950.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T14:00:00+00:00,2026-02-22T19:00:00+05:00,20,1,t1,0.0991,0.5808,0.9493,4.16,80.0,1.81,4.4,2.7,949.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T15:00:00+00:00,2026-02-22T20:00:00+05:00,21,1,t1,0.0,0.4042,0.6639,3.31,87.0,1.84,3.0,1.0,949.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T16:00:00+00:00,2026-02-22T21:00:00+05:00,22,1,t1,0.0,0.2377,0.3973,2.2,90.0,1.66,2.5,0.6,949.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T17:00:00+00:00,2026-02-22T22:00:00+05:00,23,1,t1,0.0,0.2053,0.3533,1.76,95.0,1.66,2.4,0.9,949.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T18:00:00+00:00,2026-02-22T23:00:00+05:00,24,1,t1,0.0018,0.1652,0.282,1.96,109.0,1.33,2.4,0.4,949.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T19:00:00+00:00,2026-02-23T00:00:00+05:00,25,2,t1,0.0,0.3523,0.7542,1.61,95.0,0.78,8.0,0.9,948.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T20:00:00+00:00,2026-02-23T01:00:00+05:00,26,2,t1,0.0,0.2912,0.5583,1.37,114.0,0.9,7.6,0.7,947.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T21:00:00+00:00,2026-02-23T02:00:00+05:00,27,2,t1,0.0,0.1796,0.4313,1.55,94.0,0.89,5.5,1.2,947.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T22:00:00+00:00,2026-02-23T03:00:00+05:00,28,2,t1,0.0,0.1371,0.3629,1.95,77.0,0.64,3.1,2.1,947.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-22T23:00:00+00:00,2026-02-23T04:00:00+05:00,29,2,t1,0.0044,0.0743,0.2881,2.0,90.0,0.6,1.8,2.5,947.3,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-23T00:00:00+00:00,2026-02-23T05:00:00+05:00,30,2,t1,0.0035,0.0845,0.2532,3.0,242.0,1.46,3.2,2.4,948.1,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-23T01:00:00+00:00,2026-02-23T06:00:00+05:00,31,2,t1,0.0,0.1292,0.2471,3.82,256.0,1.74,3.1,2.0,948.2,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-23T02:00:00+00:00,2026-02-23T07:00:00+05:00,32,2,t1,0.0021,0.1015,0.2285,3.65,261.0,1.7,2.1,2.0,948.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-23T03:00:00+00:00,2026-02-23T08:00:00+05:00,33,2,t1,0.0035,0.0847,0.2381,3.42,255.0,1.64,1.9,4.6,949.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-23T04:00:00+00:00,2026-02-23T09:00:00+05:00,34,2,t1,0.0032,0.0885,0.2507,3.26,266.0,1.86,1.8,7.0,950.8,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-23T05:00:00+00:00,2026-02-23T10:00:00+05:00,35,2,t1,0.0,0.1324,0.2981,3.63,285.0,2.62,2.1,8.2,950.9,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-23T06:00:00+00:00,2026-02-23T11:00:00+05:00,36,2,t1,0.0,0.1433,0.4412,4.94,286.0,3.86,1.9,9.2,950.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-23T07:00:00+00:00,2026-02-23T12:00:00+05:00,37,2,t1,0.0,0.2544,0.5739,6.33,284.0,4.88,3.6,9.3,950.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-23T08:00:00+00:00,2026-02-23T13:00:00+05:00,38,2,t1,0.0,0.3666,0.8606,6.72,279.0,5.06,5.4,9.0,950.5,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-23T09:00:00+00:00,2026-02-23T14:00:00+05:00,39,2,t1,0.0,0.3951,0.9318,7.8,286.0,5.84,6.5,9.0,950.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-23T10:00:00+00:00,2026-02-23T15:00:00+05:00,40,2,t1,0.0343,0.4474,0.9483,8.98,288.0,6.53,6.6,7.8,951.4,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-23T11:00:00+00:00,2026-02-23T16:00:00+05:00,41,2,t1,0.0482,0.4913,0.9661,9.37,277.0,6.63,7.6,6.2,952.0,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-23T12:00:00+00:00,2026-02-23T17:00:00+05:00,42,2,t1,0.4534,0.6379,0.9696,9.95,268.0,6.67,7.6,4.8,953.6,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
2026-02-21,2026-02-21T18:00:00+00:00,2026-02-23T13:00:00+00:00,2026-02-23T18:00:00+05:00,43,2,t1,0.3093,0.7024,0.9906,10.48,263.0,7.03,9.4,3.5,954.7,open-meteo/previous-runs (best_match + GFS/ICON/ECMWF),power_model_v1@2026-01-31
